Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","Camp de Mestalla, Valencia","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","RB Arena, Leipzig","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London",Home_Game,Form_index
Porto,0.0,0.05405405405405404,0.0,0.2,0.0,0.0,0.0625,0.1111111111111111,0.06818181818181823,0.06155507559395251,0.494041431715591,0.06502242152466367,0.10328638497652595,0.0655737704918033,0.2727272727272727,0.3529411764705882,0.25,0.625,1.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Juventus,0.2857142857142857,0.2432432432432432,0.3076923076923077,0.2,0.25,0.3333333333333333,0.0625,0.1111111111111111,0.9318181818181818,0.6393088552915768,0.985458534979395,0.6535874439461884,0.27543035993740234,0.19672131147540983,0.2727272727272727,0.0392156862745098,0.0,0.125,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Sevilla,0.2857142857142857,0.5675675675675674,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.9090909090909091,0.5323974082073435,0.876695437731196,0.5291479820627802,0.25039123630672927,0.24590163934426235,0.36363636363636365,0.1764705882352941,0.25,0.25,0.0,0.13043478260869568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Leicester,0.14285714285714285,0.4054054054054053,0.23076923076923078,0.6666666666666666,0.25,0.0,0.5,0.0,0.09090909090909094,0.07451403887688987,0.2683569725704791,0.05941704035874437,0.1846635367762128,0.39344262295081966,0.2727272727272727,0.2745098039215686,0.3333333333333333,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Leverkusen,0.2857142857142857,0.3513513513513513,0.23076923076923078,0.2,0.6666666666666666,0.0,0.375,0.1111111111111111,0.7045454545454547,0.41036717062635,0.5134768829421885,0.3553811659192825,0.241001564945227,0.6557377049180328,0.4545454545454546,0.2941176470588235,0.08333333333333333,0.5,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Atlético,0.5714285714285714,0.27027027027027023,0.5384615384615385,0.2,0.08333333333333333,0.3333333333333333,0.375,0.4444444444444444,0.2954545454545455,0.16846652267818576,0.15775694353228564,0.11995515695067266,0.3286384976525822,0.5409836065573771,0.18181818181818182,0.3333333333333333,0.6666666666666666,0.375,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Man. City,0.7142857142857142,0.18918918918918914,0.46153846153846156,0.0,0.16666666666666666,0.0,0.3125,0.3333333333333333,0.7500000000000001,0.4535637149028079,0.7973549366472938,0.44170403587443946,0.17996870109546156,0.3114754098360656,0.4545454545454546,0.23529411764705882,0.16666666666666666,0.5,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000009
Monaco,0.42857142857142855,0.18918918918918914,0.46153846153846156,0.0,0.16666666666666666,0.0,0.3125,0.5555555555555556,0.25,0.11339092872570197,0.5742833559221827,0.11434977578475336,0.11267605633802821,0.29508196721311475,0.4545454545454546,0.3333333333333333,0.16666666666666666,0.75,0.0,0.5217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
Bayern,0.7142857142857142,0.6216216216216216,0.8461538461538463,0.4,0.5833333333333333,0.3333333333333333,0.5625,0.3333333333333333,0.9090909090909091,0.6727861771058317,0.9494653433324554,0.6771300448430493,0.23004694835680767,0.5081967213114754,0.09090909090909091,0.07843137254901962,0.08333333333333333,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Arsenal,0.14285714285714285,0.29729729729729726,0.38461538461538464,0.4,0.08333333333333333,0.0,0.5625,0.2222222222222222,0.09090909090909094,0.11555075593952488,0.47193920805854006,0.1076233183856502,0.20813771517996854,0.3606557377049181,0.36363636363636365,0.37254901960784315,0.5833333333333333,0.375,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Real Madrid,0.42857142857142855,0.5135135135135135,0.38461538461538464,0.8,0.25,0.3333333333333333,0.3125,0.7777777777777777,0.5909090909090909,0.4578833693304536,0.8943305943642228,0.46300448430493274,0.18309859154929573,0.5573770491803279,0.18181818181818182,0.07843137254901962,0.16666666666666666,0.25,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Napoli,0.14285714285714285,0.4054054054054053,0.15384615384615385,0.8,0.16666666666666666,0.0,0.3125,0.1111111111111111,0.40909090909090906,0.4881209503239742,0.833281130437197,0.4798206278026906,0.33646322378716736,0.39344262295081966,0.18181818181818182,0.1764705882352941,0.25,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
Benfica,0.14285714285714285,0.08108108108108107,0.07692307692307693,0.06666666666666667,0.16666666666666666,0.0,0.1875,0.2222222222222222,0.15909090909090917,0.12203023758099354,0.3311529590520337,0.10089686098654707,0.2488262910798124,0.42622950819672134,0.18181818181818182,0.37254901960784315,0.16666666666666666,0.125,0.0,0.5217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000007
Dortmund,0.0,0.18918918918918914,0.3076923076923077,0.06666666666666667,0.25,0.0,0.1875,0.8888888888888888,0.8409090909090909,0.5431965442764579,0.8051411489959817,0.5246636771300448,0.24413145539906117,0.4918032786885247,0.36363636363636365,0.0,0.16666666666666666,0.375,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Paris,0.5714285714285714,0.4054054054054053,0.7692307692307693,0.13333333333333333,0.3333333333333333,0.0,0.125,0.0,0.34090909090909094,0.2764578833693305,0.8447246645437017,0.28699551569506726,0.2895148669796556,0.39344262295081966,0.7272727272727273,0.3137254901960784,0.08333333333333333,0.125,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001
Barcelona,0.0,0.08108108108108107,0.07692307692307693,0.13333333333333333,0.08333333333333333,0.3333333333333333,0.125,0.3333333333333333,0.6590909090909091,0.44276457883369336,0.8918282703732756,0.4484304932735426,0.16118935837245682,0.21311475409836067,0.4545454545454546,0.1176470588235294,0.3333333333333333,0.375,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Real Madrid,0.42857142857142855,0.29729729729729726,0.38461538461538464,0.4,0.08333333333333333,0.3333333333333333,0.5625,0.7777777777777777,0.7500000000000001,0.5161987041036717,0.9308228192321906,0.5246636771300448,0.12206572769953047,0.4098360655737705,0.18181818181818182,0.2549019607843137,0.5833333333333333,0.0,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Liverpool,0.14285714285714285,0.3783783783783783,0.15384615384615385,0.4,0.5833333333333333,0.3333333333333333,0.5625,0.3333333333333333,0.25,0.19546436285097193,0.5117637534406962,0.17713004484304934,0.2488262910798124,0.3114754098360656,0.9090909090909092,0.21568627450980393,0.08333333333333333,0.125,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Roma,0.5714285714285714,0.5945945945945946,0.46153846153846156,0.9333333333333333,0.25,0.3333333333333333,0.4375,0.3333333333333333,0.6818181818181818,0.388768898488121,0.6744801856124929,0.3632286995515695,0.29577464788732416,0.34426229508196726,0.2727272727272727,0.09803921568627451,0.41666666666666663,0.25,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000009
Liverpool,0.2857142857142857,0.6216216216216216,0.38461538461538464,0.9333333333333333,0.41666666666666663,0.0,0.4375,0.5555555555555556,0.31818181818181823,0.2008639308855292,0.2822452765788075,0.15695067264573992,0.3192488262910799,0.34426229508196726,0.09090909090909091,0.4509803921568627,0.25,0.375,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Real Madrid,0.2857142857142857,0.21621621621621617,0.23076923076923078,0.3333333333333333,0.08333333333333333,0.0,0.375,0.3333333333333333,0.36363636363636365,0.24838012958963288,0.6502914471471803,0.23766816143497754,0.2989045383411583,0.278688524590164,0.18181818181818182,0.47058823529411764,0.5833333333333333,0.5,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000002
Bayern,0.2857142857142857,0.5135135135135135,0.6153846153846154,0.3333333333333333,0.5833333333333333,0.3333333333333333,0.375,0.0,0.6363636363636364,0.461123110151188,0.7779222308155513,0.445067264573991,0.3505477308294211,0.34426229508196726,0.18181818181818182,0.1764705882352941,0.08333333333333333,0.0,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Bayern,0.14285714285714285,0.3243243243243243,0.38461538461538464,0.26666666666666666,0.3333333333333333,0.0,0.625,0.0,0.7045454545454547,0.4978401727861772,0.7628594436354592,0.47533632286995514,0.2629107981220657,0.37704918032786894,0.36363636363636365,0.0196078431372549,0.08333333333333333,0.25,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Real Madrid,0.2857142857142857,0.21621621621621617,0.3076923076923077,0.26666666666666666,0.08333333333333333,0.0,0.625,0.6666666666666666,0.2954545454545455,0.265658747300216,0.6828060195045391,0.2567264573991031,0.1987480438184665,0.37704918032786894,0.18181818181818182,0.2745098039215686,0.3333333333333333,0.125,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Liverpool,0.7142857142857142,0.5135135135135135,0.8461538461538463,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4375,0.5555555555555556,0.5000000000000001,0.28401727861771064,0.5339641549521308,0.2533632286995516,0.3129890453834116,0.6065573770491803,0.6363636363636364,0.3529411764705882,0.25,0.375,0.0,0.4347826086956522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Roma,0.2857142857142857,0.3513513513513513,0.46153846153846156,0.3333333333333333,0.25,0.3333333333333333,0.4375,0.3333333333333333,0.5000000000000001,0.32613390928725705,0.5391278244629412,0.289237668161435,0.2629107981220657,0.4098360655737705,0.5454545454545454,0.37254901960784315,0.3333333333333333,0.25,0.0,0.17391304347826092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Bayern,0.0,0.43243243243243235,0.46153846153846156,0.6,0.16666666666666666,0.0,0.5625,0.5555555555555556,0.5227272727272728,0.3153347732181426,0.7486595906055622,0.3094170403587444,0.2910798122065729,0.4918032786885247,0.4545454545454546,0.1568627450980392,0.16666666666666666,0.125,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sevilla,0.0,0.27027027027027023,0.0,0.6,0.16666666666666666,0.3333333333333333,0.5625,0.1111111111111111,0.4772727272727274,0.3531317494600432,0.6652823566215118,0.3307174887892377,0.3004694835680752,0.21311475409836067,0.09090909090909091,0.37254901960784315,0.16666666666666666,0.375,1.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009
Real Madrid,0.14285714285714285,0.48648648648648646,0.46153846153846156,0.5333333333333333,0.41666666666666663,0.3333333333333333,0.4375,0.4444444444444444,0.6818181818181818,0.5064794816414687,0.9726603840808163,0.5235426008968609,0.26760563380281716,0.29508196721311475,0.2727272727272727,0.2745098039215686,0.25,0.375,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Juventus,0.42857142857142855,0.43243243243243235,0.46153846153846156,0.5333333333333333,0.25,0.0,0.4375,0.2222222222222222,0.31818181818181823,0.23110151187904968,0.731190799798227,0.2320627802690583,0.39906103286384964,0.2295081967213115,0.5454545454545454,0.37254901960784315,0.41666666666666663,0.75,1.0,0.7391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
Roma,0.42857142857142855,0.4054054054054053,0.5384615384615385,0.5333333333333333,0.08333333333333333,0.0,0.375,0.0,0.38636363636363635,0.22570194384449246,0.2633521035864814,0.17376681614349776,0.20187793427230066,0.3278688524590164,0.09090909090909091,0.2549019607843137,0.16666666666666666,0.25,0.0,0.6956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000009
Barcelona,0.0,0.3243243243243243,0.23076923076923078,0.5333333333333333,0.16666666666666666,0.0,0.375,0.4444444444444444,0.6136363636363636,0.3520518358531318,0.4393213186717819,0.2959641255605381,0.1205007824726134,0.47540983606557385,0.36363636363636365,0.3529411764705882,0.08333333333333333,0.375,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Man. City,0.14285714285714285,0.5135135135135135,0.23076923076923078,0.3333333333333333,1.0,0.3333333333333333,0.5625,0.8888888888888888,0.8181818181818182,0.5485961123110152,0.6824634723874174,0.5044843049327354,0.2472613458528951,0.34426229508196726,0.36363636363636365,0.09803921568627451,0.0,0.25,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000009
Liverpool,0.2857142857142857,0.18918918918918914,0.23076923076923078,0.3333333333333333,0.0,0.0,0.5625,0.0,0.18181818181818188,0.14470842332613396,0.24887093729166354,0.11098654708520178,0.3145539906103289,0.4918032786885247,0.5454545454545454,0.4901960784313726,1.0,0.5,0.0,0.17391304347826092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Liverpool,0.42857142857142855,0.21621621621621617,0.38461538461538464,0.13333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.2272727272727273,0.2375809935205184,0.32967156148413945,0.1905829596412556,0.40688575899843504,0.5737704918032788,0.36363636363636365,0.5882352941176471,0.41666666666666663,0.125,0.0,0.13043478260869568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001
Man. City,0.0,0.16216216216216214,0.0,0.13333333333333333,0.41666666666666663,0.0,0.0,0.4444444444444444,0.7727272727272728,0.6285097192224622,0.7692809459868788,0.594170403587444,0.32394366197183116,0.4918032786885247,0.36363636363636365,0.39215686274509803,0.16666666666666666,0.5,0.0,0.3043478260869566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Barcelona,0.5714285714285714,0.48648648648648646,0.6923076923076923,0.4,0.3333333333333333,0.3333333333333333,0.625,0.3333333333333333,0.6363636363636364,0.5183585313174947,0.8632440309382337,0.5134529147982063,0.20657276995305168,0.5573770491803279,0.09090909090909091,0.1764705882352941,0.5833333333333333,0.0,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Roma,0.14285714285714285,0.4054054054054053,0.23076923076923078,0.4,0.5833333333333333,0.0,0.625,0.0,0.36363636363636365,0.3077753779697624,0.5774016365878247,0.27914798206278024,0.2848200312989046,0.459016393442623,0.6363636363636364,0.13725490196078433,0.3333333333333333,0.25,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Juventus,0.0,0.29729729729729726,0.15384615384615385,0.4,0.3333333333333333,0.0,0.3125,0.1111111111111111,0.4545454545454545,0.3768898488120951,0.8553131436961414,0.38116591928251115,0.23004694835680767,0.21311475409836067,0.5454545454545454,0.09803921568627451,0.0,0.375,1.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Real Madrid,0.42857142857142855,0.29729729729729726,0.46153846153846156,0.4,0.0,0.6666666666666666,0.3125,0.0,0.5454545454545455,0.5323974082073435,0.9271382132047976,0.539237668161435,0.21752738654147125,0.24590163934426235,0.4545454545454546,0.21568627450980393,0.3333333333333333,0.25,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
