,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
430,Pepe,Juventus,0,0,0,0,0,0,0,0,0
431,Llorente,Juventus,0,0,0,0,0,0,0,0,0
432,Barzagli,Juventus,0,0,0,0,0,0,0,0,16
433,Padoin,Juventus,0,0,0,0,0,0,0,0,0
434,Sturaro,Juventus,0,0,0,0,0,0,0,0,3
435,Matri,Juventus,0,0,0,0,0,0,0,0,7
436,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
437,"Subašić
 (GK)",Monaco,0,0,0,0,0,0,0,0,90
438,Fabinho,Monaco,0,0,0,0,0,0,0,0,90
439,Kurzawa,Monaco,0,0,0,0,0,0,0,0,90
440,Abdennour,Monaco,0,0,0,0,0,0,0,0,90
441,Ricardo Carvalho,Monaco,0,0,0,0,0,0,0,0,90
442,Dirar,Monaco,0,0,0,0,0,0,0,0,51
443,João Moutinho,Monaco,0,0,0,0,0,0,0,0,90
444,Carrasco,Monaco,0,0,0,0,0,0,0,0,90
445,Kondogbia,Monaco,0,0,0,0,0,0,0,0,90
446,Martial,Monaco,0,0,0,0,0,0,0,0,87
447,Raggi,Monaco,0,0,0,0,0,0,0,0,71
448,"Stekelenburg
 (GK)",Monaco,0,0,0,0,0,0,0,0,0
449,Berbatov,Monaco,0,0,0,0,0,0,0,0,19
450,Matheus Carvalho,Monaco,0,0,0,0,0,0,0,0,3
451,Wallace,Monaco,0,0,0,0,0,0,0,0,0
452,Bernardo Silva,Monaco,0,0,0,0,0,0,0,0,39
453,Germain,Monaco,0,0,0,0,0,0,0,0,0
454,Elderson,Monaco,0,0,0,0,0,0,0,0,0
455,Leonardo Jardim,Monaco(COACH),0,0,0,0,0,0,0,0,0
456,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
457,Godín,Atlético,0,0,0,0,0,0,0,0,90
458,Siqueira,Atlético,0,0,0,0,0,0,0,0,90
459,Mario Suárez,Atlético,0,0,0,0,0,0,0,0,90
460,Koke,Atlético,0,0,0,0,0,0,0,0,83
461,Griezmann,Atlético,0,0,0,0,0,0,0,0,77
462,Mandžukić,Atlético,0,0,0,0,0,0,0,0,90
463,Arda Turan,Atlético,0,0,0,0,0,0,0,0,90
464,Gabi,Atlético,0,0,0,0,0,0,0,0,90
465,Juanfran,Atlético,0,0,0,0,0,0,0,0,90
466,Miranda,Atlético,0,0,0,0,0,0,0,0,90
467,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
468,Tiago,Atlético,0,0,0,0,0,0,0,0,0
469,Raúl García,Atlético,0,0,0,0,0,0,0,0,13
470,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,0
471,Gámez,Atlético,0,0,0,0,0,0,0,0,0
472,Torres,Atlético,0,0,0,0,0,0,0,0,7
473,Giménez,Atlético,0,0,0,0,0,0,0,0,0
474,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
475,"Casillas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
476,Varane,Real Madrid,0,0,0,0,0,0,0,0,90
477,Ramos,Real Madrid,0,0,0,0,0,0,0,0,90
478,Ronaldo,Real Madrid,0,0,0,0,0,0,0,0,90
479,Kroos,Real Madrid,0,0,0,0,0,0,0,0,90
480,Benzema,Real Madrid,0,0,0,0,0,0,0,0,76
481,James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,90
482,Bale,Real Madrid,0,0,0,0,0,0,0,0,90
483,Marcelo,Real Madrid,0,0,0,0,0,0,0,0,90
484,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,85
485,Modrić,Real Madrid,0,0,0,0,0,0,0,0,90
486,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
487,Pepe,Real Madrid,0,0,0,0,0,0,0,0,0
488,Khedira,Real Madrid,0,0,0,0,0,0,0,0,0
489,Arbeloa,Real Madrid,0,0,0,0,0,0,0,0,5
490,Jesé,Real Madrid,0,0,0,0,0,0,0,0,0
491,Isco,Real Madrid,0,0,0,0,0,0,0,0,14
492,Illarramendi,Real Madrid,0,0,0,0,0,0,0,0,0
493,Carlo Ancelotti,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
494,"Weidenfeller
 (GK)",Dortmund,0,0,0,0,0,0,0,0,90
495,Subotić,Dortmund,0,0,0,0,0,0,0,0,90
496,S. Bender,Dortmund,0,0,0,0,0,0,0,0,63
497,Gündoğan,Dortmund,0,0,0,0,0,0,0,0,90
498,Mkhitaryan,Dortmund,0,0,0,0,0,0,0,0,63
499,Reus,Dortmund,0,0,0,0,0,0,0,0,90
500,Hummels,Dortmund,0,0,0,0,0,0,0,0,90
501,Aubameyang,Dortmund,0,0,0,0,0,0,0,0,90
502,Kampl,Dortmund,0,0,0,0,0,0,0,0,90
503,Papastathopoulos,Dortmund,0,0,0,0,0,0,0,0,90
504,Schmelzer,Dortmund,0,0,0,0,0,0,0,0,46
505,"Langerak
 (GK)",Dortmund,0,0,0,0,0,0,0,0,0
506,Kehl,Dortmund,0,0,0,0,0,0,0,0,0
507,Kagawa,Dortmund,0,0,0,0,0,0,0,0,0
508,Immobile,Dortmund,0,0,0,0,0,0,0,0,0
509,Błaszczykowski,Dortmund,0,0,0,0,0,0,0,0,27
510,Ramos,Dortmund,0,0,0,0,0,0,0,0,27
511,Kirch,Dortmund,0,0,0,0,0,0,0,0,44
512,Jürgen Klopp,Dortmund(COACH),0,0,0,0,0,0,0,0,0
513,"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
514,Chiellini,Juventus,0,0,0,0,0,0,0,0,90
515,Pogba,Juventus,0,0,0,1,0,0,0,0,27
516,Marchisio,Juventus,0,0,0,0,0,0,0,0,90
517,Morata,Juventus,1,0,0,0,0,0,0,0,78
518,Tévez,Juventus,2,0,0,1,0,0,0,0,81
519,Bonucci,Juventus,0,0,0,0,0,0,0,0,90
520,Vidal,Juventus,0,0,0,0,0,0,0,0,90
521,Lichtsteiner,Juventus,0,0,0,0,0,0,0,0,90
522,Evra,Juventus,0,0,0,0,0,0,0,0,90
523,Pereyra,Juventus,0,0,0,1,0,0,0,0,90
524,"Storari
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
525,Ogbonna,Juventus,0,0,0,0,0,0,0,0,0
526,Pepe,Juventus,0,0,0,0,0,0,0,0,9
527,Llorente,Juventus,0,0,0,0,0,0,0,0,0
528,Barzagli,Juventus,0,0,0,0,0,0,0,0,63
529,Padoin,Juventus,0,0,0,0,0,0,0,0,0
530,Matri,Juventus,0,0,0,0,0,0,0,0,12
531,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
532,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
533,Piqué,Barcelona,0,0,0,0,0,0,0,0,90
534,Rakitić,Barcelona,1,0,0,0,0,0,0,0,84
535,Iniesta,Barcelona,0,0,0,0,0,0,0,0,90
536,Luis Suárez,Barcelona,0,0,0,0,0,0,0,0,90
537,Messi,Barcelona,0,0,0,1,0,0,0,0,90
538,Neymar,Barcelona,0,0,0,0,0,0,0,0,90
539,Mascherano,Barcelona,0,0,0,0,0,0,0,0,90
540,Jordi Alba,Barcelona,0,0,0,0,0,0,0,0,90
541,Dani Alves,Barcelona,0,0,0,0,0,0,0,0,90
542,Mathieu,Barcelona,0,0,0,0,0,0,0,0,90
543,"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
544,Xavi Hernández,Barcelona,0,0,0,0,0,0,0,0,0
545,Pedro Rodríguez,Barcelona,0,0,0,0,0,0,0,0,0
546,Rafinha,Barcelona,0,0,0,0,0,0,0,0,6
547,Bartra,Barcelona,0,0,0,0,0,0,0,0,0
548,Sergi Roberto,Barcelona,0,0,0,0,0,0,0,0,0
549,Adriano,Barcelona,0,0,0,0,0,0,0,0,3
550,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
551,"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
552,Sagna,Man. City,0,0,0,0,0,0,0,0,90
553,Kompany,Man. City,0,0,0,0,0,0,0,0,90
554,Milner,Man. City,0,0,0,0,0,0,0,0,87
555,Nasri,Man. City,0,0,0,0,0,0,0,0,46
556,Kolarov,Man. City,0,0,0,0,0,0,0,0,90
557,Agüero,Man. City,0,0,0,0,0,0,0,0,90
558,David Silva,Man. City,0,0,0,0,0,0,0,0,90
559,Fernandinho,Man. City,0,0,0,0,0,0,0,0,90
560,Demichelis,Man. City,0,0,0,0,0,0,0,0,90
561,Touré,Man. City,0,0,0,0,0,0,0,0,72
562,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
563,Zabaleta,Man. City,0,0,0,0,0,0,0,0,0
564,Fernando,Man. City,0,0,0,0,0,0,0,0,0
565,Džeko,Man. City,0,0,0,0,0,0,0,0,0
566,Bony,Man. City,0,0,0,0,0,0,0,0,18
567,Jesús Navas,Man. City,0,0,0,0,0,0,0,0,44
568,Lampard,Man. City,0,0,0,0,0,0,0,0,3
569,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
570,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
571,Mario Suárez,Atlético,1,0,0,0,0,0,0,0,90
572,Koke,Atlético,0,0,0,0,0,0,0,0,90
573,Griezmann,Atlético,0,0,0,0,0,0,0,0,90
574,Mandžukić,Atlético,0,0,0,0,0,0,0,0,83
575,Arda Turan,Atlético,0,0,0,0,0,0,0,0,90
576,Gámez,Atlético,0,0,0,0,0,0,0,0,90
577,Juanfran,Atlético,0,0,0,0,0,0,0,0,90
578,Cani,Atlético,0,0,0,0,0,0,0,0,46
579,Miranda,Atlético,0,0,0,0,0,0,0,0,90
580,Giménez,Atlético,0,0,0,0,0,0,0,0,90
581,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
582,Raúl García,Atlético,0,0,0,0,0,0,0,0,44
583,Jiménez,Atlético,0,0,0,0,0,0,0,0,0
584,Gabi,Atlético,0,0,0,0,0,0,0,0,0
585,Ansaldi,Atlético,0,0,0,0,0,0,0,0,0
586,Torres,Atlético,0,0,0,0,0,0,0,0,7
587,Hernández,Atlético,0,0,0,0,0,0,0,0,0
588,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
589,"Leno
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,90
590,Spahić,Leverkusen,0,0,0,0,0,0,0,0,90
591,Son,Leverkusen,0,0,0,0,0,0,0,0,77
592,L. Bender,Leverkusen,0,0,0,0,0,0,0,0,4
593,Drmic,Leverkusen,0,0,0,0,0,0,0,0,69
594,Hakan Çalhanoğlu,Leverkusen,0,0,0,0,0,0,0,0,90
595,Hilbert,Leverkusen,0,0,0,0,0,0,0,0,90
596,Wendell,Leverkusen,0,0,0,0,0,0,0,0,90
597,Ömer Toprak,Leverkusen,0,0,0,0,0,0,0,0,90
598,Castro,Leverkusen,0,0,0,0,0,0,0,0,90
599,Bellarabi,Leverkusen,0,0,0,0,0,0,0,0,90
600,"Krešić
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,0
601,Reinartz,Leverkusen,0,0,0,0,0,0,0,0,0
602,Rolfes,Leverkusen,0,0,0,0,0,0,0,0,13
603,Kiessling,Leverkusen,0,0,0,0,0,0,0,0,21
604,Papadopoulos,Leverkusen,0,0,0,0,0,0,0,0,4
605,Boenisch,Leverkusen,0,0,0,0,0,0,0,0,0
606,Brandt,Leverkusen,0,0,0,0,0,0,0,0,0
607,Roger Schmidt,Leverkusen(COACH),0,0,0,0,0,0,0,0,0
608,"Subašić
 (GK)",Monaco,0,0,0,0,0,0,0,0,90
609,Fabinho,Monaco,0,0,0,0,0,0,0,0,90
610,Kurzawa,Monaco,0,0,0,0,0,0,0,0,90
611,Abdennour,Monaco,0,0,0,0,0,0,0,0,90
612,Dirar,Monaco,0,0,0,0,0,0,0,0,86
613,João Moutinho,Monaco,0,0,0,0,0,0,0,0,90
614,Berbatov,Monaco,0,0,0,0,0,0,0,0,70
615,Wallace,Monaco,0,0,0,0,0,0,0,0,90
616,Kondogbia,Monaco,0,0,0,0,0,0,0,0,90
617,Martial,Monaco,0,0,0,0,0,0,0,0,60
618,Toulalan,Monaco,0,0,0,0,0,0,0,0,90
619,"Stekelenburg
 (GK)",Monaco,0,0,0,0,0,0,0,0,0
620,Ricardo Carvalho,Monaco,0,0,0,0,0,0,0,0,0
621,Matheus Carvalho,Monaco,0,0,0,0,0,0,0,0,0
622,Bernardo Silva,Monaco,0,0,0,0,0,0,0,0,20
623,Carrasco,Monaco,0,0,0,0,0,0,0,0,30
624,Elderson,Monaco,0,0,0,0,0,0,0,0,4
625,Touré,Monaco,0,0,0,0,0,0,0,0,0
626,Leonardo Jardim,Monaco(COACH),0,0,0,0,0,0,0,0,0
627,"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
628,Mertesacker,Arsenal,0,0,0,0,0,0,0,0,90
629,Koscielny,Arsenal,0,0,0,0,0,0,0,0,90
630,Özil,Arsenal,0,0,0,0,0,0,0,0,90
631,Giroud,Arsenal,1,0,0,0,0,0,0,0,90
632,Alexis Sánchez,Arsenal,0,0,0,0,0,0,0,0,90
633,Monreal,Arsenal,0,0,0,0,0,0,0,0,83
634,Santi Cazorla,Arsenal,0,0,0,0,0,0,0,0,90
635,Welbeck,Arsenal,0,0,0,0,0,0,0,0,72
636,Coquelin,Arsenal,0,0,0,0,0,0,0,0,63
637,Bellerín,Arsenal,0,0,0,0,0,0,0,0,90
638,"Szczęsny
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
639,Gibbs,Arsenal,0,0,0,0,0,0,0,0,7
640,Gabriel,Arsenal,0,0,0,0,0,0,0,0,0
641,Walcott,Arsenal,0,0,0,0,0,0,0,0,18
642,Ramsey,Arsenal,1,0,0,0,0,0,0,0,27
643,Flamini,Arsenal,0,0,0,0,0,0,0,0,0
644,Chambers,Arsenal,0,0,0,0,0,0,0,0,0
645,Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
646,"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
647,Ribéry,Bayern,1,0,0,0,0,0,0,0,59
648,Lewandowski,Bayern,1,0,0,0,0,0,0,0,90
649,Robben,Bayern,0,0,0,0,0,0,0,0,19
650,Rafinha,Bayern,0,0,0,1,0,0,0,0,90
651,Boateng,Bayern,1,0,0,1,0,0,0,0,90
652,Götze,Bayern,1,0,0,0,0,0,0,0,90
653,Müller,Bayern,2,0,0,0,0,0,0,0,90
654,Alaba,Bayern,0,0,0,1,0,0,0,0,90
655,Badstuber,Bayern,1,0,0,0,0,0,0,0,67
656,Schweinsteiger,Bayern,0,0,0,1,0,0,0,0,90
657,"Reina
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
658,Dante,Bayern,0,0,0,0,0,0,0,0,23
659,Benatia,Bayern,0,0,0,0,0,0,0,0,0
660,Pizarro,Bayern,0,0,0,0,0,0,0,0,0
661,Bernat,Bayern,0,0,0,0,0,0,0,0,31
662,Rode,Bayern,0,0,0,0,0,0,0,0,71
663,Lahm,Bayern,0,0,0,0,0,0,0,0,0
664,Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
665,"Pyatov
 (GK)",Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
666,Kucher,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
667,Stepanenko,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
668,Fred,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
669,Luiz Adriano,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
670,Shevchuk,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
671,Douglas Costa,Shakhtar Donetsk,0,0,0,0,0,0,0,0,79
672,Taison,Shakhtar Donetsk,0,0,0,0,0,0,0,0,9
673,Alex Teixeira,Shakhtar Donetsk,0,0,0,0,0,0,0,0,70
674,Srna,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
675,Rakits'kyy,Shakhtar Donetsk,0,0,0,0,0,0,0,0,90
676,"Kanibolotskiy
 (GK)",Shakhtar Donetsk,0,0,0,0,0,0,0,0,0
677,Wellington Nem,Shakhtar Donetsk,0,0,0,0,0,0,0,0,11
678,Fernando,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0
679,Gladkiy,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0
680,Kryvtsov,Shakhtar Donetsk,0,0,0,0,0,0,0,0,81
681,Ilsinho,Shakhtar Donetsk,0,0,0,0,0,0,0,0,20
682,Dentinho,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0
683,Mircea Lucescu,Shakhtar Donetsk(COACH),0,0,0,0,0,0,0,0,0
684,"Courtois
 (GK)",Chelsea,0,0,0,0,0,0,0,0,90
685,Ivanović,Chelsea,0,0,0,0,0,0,0,0,90
686,Fàbregas,Chelsea,0,0,0,0,0,0,0,0,90
687,Ramires,Chelsea,0,0,0,0,0,0,0,0,90
688,Oscar,Chelsea,0,0,0,0,0,0,0,0,46
689,E. Hazard,Chelsea,1,0,0,0,0,0,0,0,90
690,Diego Costa,Chelsea,0,0,0,1,0,0,0,0,90
691,Matić,Chelsea,0,0,0,0,0,0,0,0,84
692,Cahill,Chelsea,1,0,0,0,0,0,0,0,90
693,Terry,Chelsea,0,0,0,0,0,0,0,0,90
694,Azpilicueta,Chelsea,0,0,0,0,0,0,0,0,90
695,"Čech
 (GK)",Chelsea,0,0,0,0,0,0,0,0,0
696,Filipe Luís,Chelsea,0,0,0,0,0,0,0,0,0
697,Zouma,Chelsea,0,0,0,0,0,0,0,0,6
698,Drogba,Chelsea,0,0,0,0,0,0,0,0,4
699,Rémy,Chelsea,0,0,0,0,0,0,0,0,0
700,Willian,Chelsea,0,0,0,0,0,0,0,0,44
701,Cuadrado,Chelsea,0,0,0,0,0,0,0,0,0
702,José Mourinho,Chelsea(COACH),0,0,0,0,0,0,0,0,0
703,"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,90
704,Thiago Silva,Paris,1,0,0,0,0,0,0,0,90
705,Marquinhos,Paris,0,0,0,0,0,0,0,0,90
706,Thiago Motta,Paris,0,0,0,1,0,0,0,0,90
707,Cavani,Paris,0,0,0,0,0,0,0,0,90
708,Ibrahimović,Paris,0,0,0,0,0,0,0,0,90
709,Matuidi,Paris,0,0,0,0,0,0,0,0,81
710,Maxwell,Paris,0,0,0,0,0,0,0,0,90
711,Verratti,Paris,0,0,0,0,0,0,0,0,81
712,Pastore,Paris,0,0,0,0,0,0,0,0,18
713,David Luiz,Paris,1,0,0,0,0,0,0,0,90
714,"Douchez
 (GK)",Paris,0,0,0,0,0,0,0,0,0
715,Camara,Paris,0,0,0,0,0,0,0,0,0
716,Bahebeck,Paris,0,0,0,0,0,0,0,0,0
717,Digne,Paris,0,0,0,0,0,0,0,0,0
718,Lavezzi,Paris,0,0,0,1,0,0,0,0,9
719,Van der Wiel,Paris,0,0,0,0,0,0,0,0,10
720,Rabiot,Paris,0,0,0,0,0,0,0,0,9
721,Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0
722,"Casillas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
723,Varane,Real Madrid,0,0,0,0,0,0,0,0,90
724,Pepe,Real Madrid,0,0,0,0,0,0,0,0,90
725,Fábio Coentrão,Real Madrid,0,0,0,0,0,0,0,0,58
726,Khedira,Real Madrid,0,0,0,0,0,0,0,0,58
727,Ronaldo,Real Madrid,2,0,0,0,0,0,0,0,90
728,Kroos,Real Madrid,0,0,0,1,0,0,0,0,90
729,Benzema,Real Madrid,1,0,0,0,0,0,0,0,90
730,Bale,Real Madrid,0,0,0,0,0,0,0,0,90
731,Arbeloa,Real Madrid,0,0,0,0,0,0,0,0,83
732,Isco,Real Madrid,0,0,0,0,0,0,0,0,90
733,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
734,Marcelo,Real Madrid,0,0,0,0,0,0,0,0,32
735,Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
736,Nacho,Real Madrid,0,0,0,0,0,0,0,0,7
737,Modrić,Real Madrid,0,0,0,0,0,0,0,0,32
738,Jesé,Real Madrid,0,0,0,0,0,0,0,0,0
739,Illarramendi,Real Madrid,0,0,0,0,0,0,0,0,0
740,Carlo Ancelotti,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
741,"Wellenreuther
 (GK)",Schalke,0,0,0,0,0,0,0,0,90
742,Höwedes,Schalke,0,0,0,0,0,0,0,0,90
743,Meyer,Schalke,0,0,0,1,0,0,0,0,90
744,Höger,Schalke,0,0,0,0,0,0,0,0,57
745,Choupo-Moting,Schalke,0,0,0,0,0,0,0,0,29
746,Fuchs,Schalke,1,0,0,1,0,0,0,0,90
747,Huntelaar,Schalke,2,0,0,0,0,0,0,0,90
748,Barnetta,Schalke,0,0,0,1,0,0,0,0,81
749,Nastasić,Schalke,0,0,0,0,0,0,0,0,90
750,Matip,Schalke,0,0,0,0,0,0,0,0,90
751,Neustädter,Schalke,0,0,0,0,0,0,0,0,90
752,"Wetklo
 (GK)",Schalke,0,0,0,0,0,0,0,0,0
753,Goretzka,Schalke,0,0,0,0,0,0,0,0,33
754,Sané,Schalke,1,0,0,0,0,0,0,0,61
755,Uchida,Schalke,0,0,0,0,0,0,0,0,9
756,Kaan Ayhan,Schalke,0,0,0,0,0,0,0,0,0
757,Sobottka,Schalke,0,0,0,0,0,0,0,0,0
758,Kehrer,Schalke,0,0,0,0,0,0,0,0,0
759,Roberto Di Matteo,Schalke(COACH),0,0,0,0,0,0,0,0,0
760,"Fabiano
 (GK)",Porto,0,0,0,0,0,0,0,0,90
761,Danilo,Porto,0,0,0,0,0,0,0,0,22
762,Maicon,Porto,0,0,0,0,0,0,0,0,90
763,Marcano,Porto,0,0,0,0,0,0,0,0,90
764,Casemiro,Porto,1,0,0,0,0,0,0,0,90
765,Brahimi,Porto,1,0,0,1,0,0,0,0,74
766,Tello,Porto,0,0,0,0,0,0,0,0,90
767,Evandro,Porto,0,0,0,0,0,0,0,0,79
768,Herrera,Porto,1,0,0,0,0,0,0,0,90
769,Alex Sandro,Porto,0,0,0,0,0,0,0,0,90
770,Aboubakar,Porto,1,0,0,0,0,0,0,0,90
771,"Helton
 (GK)",Porto,0,0,0,0,0,0,0,0,0
772,Martins Indi,Porto,0,0,0,0,0,0,0,0,68
773,Quaresma,Porto,0,0,0,0,0,0,0,0,11
774,Quintero,Porto,0,0,0,0,0,0,0,0,0
775,Óliver Torres,Porto,0,0,0,0,0,0,0,0,0
776,Rúben Neves,Porto,0,0,0,0,0,0,0,0,16
777,Gonçalo Paciência,Porto,0,0,0,0,0,0,0,0,0
778,Julen Lopetegui,Porto(COACH),0,0,0,0,0,0,0,0,0
779,"Vaclík
 (GK)",Basel,0,0,0,0,0,0,0,0,90
780,Samuel,Basel,0,0,0,0,0,0,0,0,90
781,Zuffi,Basel,0,0,0,0,0,0,0,0,90
782,Streller,Basel,0,0,0,0,0,0,0,0,90
783,Gashi,Basel,0,0,0,0,0,0,0,0,77
784,Schär,Basel,0,0,0,0,0,0,0,0,57
785,Safari,Basel,0,0,0,0,0,0,0,0,90
786,F. Frei,Basel,0,0,0,0,0,0,0,0,63
787,González,Basel,0,0,0,0,0,0,0,0,90
788,Elneny,Basel,0,0,0,0,0,0,0,0,90
789,Xhaka,Basel,0,0,0,0,0,0,0,0,90
790,"Vailati
 (GK)",Basel,0,0,0,0,0,0,0,0,0
791,Traoré,Basel,0,0,0,0,0,0,0,0,0
792,P. Degen,Basel,0,0,0,0,0,0,0,0,0
793,Arlind Ajeti,Basel,0,0,0,0,0,0,0,0,0
794,Kakitani,Basel,0,0,0,0,0,0,0,0,27
795,Embolo,Basel,0,0,0,0,0,0,0,0,33
796,Callà,Basel,0,0,0,0,0,0,0,0,13
797,Paulo Sousa,Basel(COACH),0,0,0,0,0,0,0,0,0
798,"Leno
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,90
799,Spahić,Leverkusen,0,0,0,0,0,0,0,0,90
800,Son,Leverkusen,0,0,0,0,0,0,0,0,90
801,L. Bender,Leverkusen,0,0,0,0,0,0,0,0,68
802,Drmic,Leverkusen,0,0,0,0,0,0,0,0,80
803,Hakan Çalhanoğlu,Leverkusen,1,0,0,0,0,0,0,0,87
804,Hilbert,Leverkusen,0,0,0,0,0,0,0,0,90
805,Papadopoulos,Leverkusen,0,0,0,0,0,0,0,0,90
806,Wendell,Leverkusen,0,0,0,0,0,0,0,0,90
807,Castro,Leverkusen,0,0,0,0,0,0,0,0,90
808,Bellarabi,Leverkusen,0,0,0,0,0,0,0,0,90
809,"Krešić
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,0
810,Reinartz,Leverkusen,0,0,0,0,0,0,0,0,0
811,Rolfes,Leverkusen,0,0,0,0,0,0,0,0,22
812,Kiessling,Leverkusen,0,0,0,0,0,0,0,0,10
813,Boenisch,Leverkusen,0,0,0,0,0,0,0,0,0
814,Brandt,Leverkusen,0,0,0,0,0,0,0,0,3
815,Donati,Leverkusen,0,0,0,0,0,0,0,0,0
816,Roger Schmidt,Leverkusen(COACH),0,0,0,0,0,0,0,0,0
817,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
818,Godín,Atlético,0,0,0,0,0,0,0,0,90
819,Siqueira,Atlético,0,0,0,0,0,0,0,0,38
820,Tiago,Atlético,0,0,0,0,0,0,0,0,90
821,Griezmann,Atlético,0,0,0,0,0,0,0,0,90
822,Mandžukić,Atlético,0,0,0,0,0,0,0,0,90
823,Arda Turan,Atlético,0,0,0,0,0,0,0,0,64
824,Gabi,Atlético,0,0,0,0,0,0,0,0,90
825,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,42
826,Juanfran,Atlético,0,0,0,0,0,0,0,0,90
827,Miranda,Atlético,0,0,0,0,0,0,0,0,90
828,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
829,Mario Suárez,Atlético,0,0,0,0,0,0,0,0,0
830,Raúl García,Atlético,0,0,0,0,0,0,0,0,48
831,Gámez,Atlético,0,0,0,0,0,0,0,0,52
832,Torres,Atlético,0,0,0,0,0,0,0,0,26
833,Cani,Atlético,0,0,0,0,0,0,0,0,0
834,Giménez,Atlético,0,0,0,0,0,0,0,0,0
835,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
836,"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
837,Gibbs,Arsenal,0,0,0,0,0,0,0,0,90
838,Mertesacker,Arsenal,0,0,0,0,0,0,0,0,90
839,Koscielny,Arsenal,0,0,0,0,0,0,0,0,90
840,Özil,Arsenal,0,0,0,0,0,0,0,0,90
841,Giroud,Arsenal,0,0,0,0,0,0,0,0,60
842,Alexis Sánchez,Arsenal,0,0,0,0,0,0,0,0,90
843,Santi Cazorla,Arsenal,0,0,0,0,0,0,0,0,82
844,Welbeck,Arsenal,0,0,0,0,0,0,0,0,90
845,Coquelin,Arsenal,0,0,0,0,0,0,0,0,68
846,Bellerín,Arsenal,0,0,0,0,0,0,0,0,90
847,"Szczęsny
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
848,Gabriel,Arsenal,0,0,0,0,0,0,0,0,0
849,Rosický,Arsenal,0,0,0,0,0,0,0,0,8
850,Walcott,Arsenal,0,0,0,0,0,0,0,0,30
851,Oxlade-Chamberlain,Arsenal,1,0,0,0,0,0,0,0,22
852,Monreal,Arsenal,0,0,0,0,0,0,0,0,0
853,Chambers,Arsenal,0,0,0,0,0,0,0,0,0
854,Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
