Players,Teams,Started_at,Finished_at,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides
"Subašić
 (GK)",Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Fabinho,Monaco,0',Finished,Scored at  29,2,1,0,1,1,2,0
Jemerson,Monaco,0',Finished,Not scored,0,0,0,2,0,2,0
Bernardo Silva,Monaco,0',Finished,Not scored,0,0,1,2,0,0,0
Bakayoko,Monaco,0',Finished,Scored at  77,1,1,0,2,0,2,0
Germain,Monaco,0',Substituted at 90'+1,Not scored,1,0,0,0,0,3,0
Sidibé,Monaco,0',Finished,Not scored,0,0,0,1,2,1,0
B. Mendy,Monaco,0',Finished,Not scored,1,0,1,5,7,1,0
Raggi,Monaco,0',Substituted at 70',Not scored,0,0,0,2,0,0,0
Lemar,Monaco,0',Finished,Not scored,0,0,1,2,7,1,0
Mbappé,Monaco,0',Substituted at 81',Scored at  8,3,2,0,1,1,0,1
Jorge,Monaco,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dirar,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
João Moutinho,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
"De Sanctis
 (GK)",Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Cardona,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diallo,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Touré,Monaco,70',Finished,Not scored,0,0,0,0,0,0,0
Leonardo Jardim,Monaco(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Caballero
 (GK)",Man. City,0',Finished,Not scored,0,0,0,0,0,0,0
Sagna,Man. City,0',Finished,Not scored,0,0,0,2,2,1,0
Sterling,Man. City,0',Finished,Not scored,2,1,0,1,1,2,2
Agüero,Man. City,0',Finished,Not scored,2,1,0,0,2,1,1
Kolarov,Man. City,0',Finished,Not scored,0,0,0,0,0,0,0
De Bruyne,Man. City,0',Finished,Not scored,0,0,0,2,5,3,0
Sané,Man. City,0',Finished,Scored at  71,2,1,0,0,1,0,2
David Silva,Man. City,0',Finished,Not scored,0,0,0,1,2,1,0
Clichy,Man. City,0',Substituted at 84',Not scored,0,0,0,2,1,1,0
Stones,Man. City,0',Finished,Not scored,0,0,0,0,0,0,0
Fernandinho,Man. City,0',Finished,Not scored,0,0,0,2,0,5,0
"Bravo
 (GK)",Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Zabaleta,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Jesús Navas,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Delph,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Otamendi,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Touré,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Iheanacho,Man. City,84',Finished,Not scored,0,0,0,0,0,0,0
Josep Guardiola,Man. City(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Benatia,Juventus,0',Substituted at 60',Not scored,1,0,0,2,0,0,0
Khedira,Juventus,0',Finished,Not scored,0,0,0,1,1,0,0
Cuadrado,Juventus,0',Substituted at 46',Not scored,1,0,0,0,1,1,0
Marchisio,Juventus,0',Finished,Not scored,0,0,0,2,1,3,0
Higuaín,Juventus,0',Finished,Not scored,5,0,0,0,1,1,1
Alex Sandro,Juventus,0',Finished,Not scored,1,1,0,0,4,0,0
Mandžukić,Juventus,0',Finished,Not scored,2,1,0,1,0,0,0
Bonucci,Juventus,0',Finished,Not scored,0,0,0,1,0,1,0
Dybala,Juventus,0',Substituted at 78',Scored at  42 (P),Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dani Alves,Juventus,0',Finished,Not scored,0,0,0,2,7,3,0
"Neto
 (GK)",Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Chiellini,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Pjanić,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Barzagli,Juventus,60',Finished,Not scored,0,0,0,1,0,0,0
Pjaca,Juventus,46',Finished,Not scored,1,0,0,0,1,2,0
Lichtsteiner,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rincón,Juventus,78',Finished,Not scored,0,0,0,1,0,2,0
Massimiliano Allegri,Juventus(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Casillas
 (GK)",Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Maxi Pereira,Porto,0',Finished,Not scored,0,0,0,0,1,1,0
Marcano,Porto,0',Finished,Not scored,0,0,0,1,1,1,0
Brahimi,Porto,0',Substituted at 67',Not scored,0,0,0,1,2,0,0
André Silva,Porto,0',Substituted at 46',Not scored,0,0,0,0,0,1,0
André André,Porto,0',Finished,Not scored,2,0,0,1,1,3,0
Layún,Porto,0',Finished,Not scored,1,0,0,0,5,3,0
Danilo,Porto,0',Finished,Not scored,0,0,0,0,0,1,0
Felipe,Porto,0',Finished,Not scored,1,0,0,1,0,2,0
Soares,Porto,0',Finished,Not scored,3,1,0,0,1,0,0
Óliver Torres,Porto,0',Substituted at 70',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
"José Sá
 (GK)",Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Boly,Porto,46',Finished,Not scored,0,0,0,1,0,0,0
Rúben Neves,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Depoitre,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Herrera,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diogo Jota,Porto,67',Finished,Not scored,2,1,0,0,0,0,0
Otávio,Porto,70',Finished,Not scored,0,0,0,0,0,0,0
Nuno Espírito Santo,Porto(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Schmeichel
 (GK)",Leicester,0',Finished,Not scored,0,0,0,0,0,1,0
Drinkwater,Leicester,0',Finished,Not scored,2,1,0,2,1,0,0
Morgan,Leicester,0',Finished,Scored at  27,1,1,0,0,0,0,0
Huth,Leicester,0',Finished,Not scored,0,0,0,2,0,1,0
Vardy,Leicester,0',Finished,Not scored,5,1,0,1,1,0,1
Albrighton,Leicester,0',Finished,Scored at  54,1,1,0,1,3,0,0
Simpson,Leicester,0',Finished,Not scored,0,0,0,2,1,0,0
Okazaki,Leicester,0',Substituted at 64',Not scored,2,0,0,1,1,2,0
Ndidi,Leicester,0',Finished,Not scored,0,0,0,2,0,2,0
Mahrez,Leicester,0',Substituted at 90',Not scored,0,0,1,0,4,1,0
Fuchs,Leicester,0',Finished,Not scored,2,0,0,1,1,1,0
"Zieler
 (GK)",Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Chilwell,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
King,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Amartey,Leicester,90',Finished,Not scored,0,0,0,0,0,0,0
Slimani,Leicester,64',Finished,Not scored,0,0,0,0,0,2,1
Gray,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ulloa,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Craig Shakespeare,Leicester(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Rico
 (GK)",Sevilla,0',Finished,Not scored,0,0,0,1,0,0,0
Iborra,Sevilla,0',Finished,Not scored,1,0,0,1,1,2,0
Nasri,Sevilla,0',Finished,Not scored,1,1,0,0,3,3,0
Ben Yedder,Sevilla,0',Substituted at 68',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Nzonzi,Sevilla,0',Finished,Not scored,1,1,0,2,1,1,0
Sarabia,Sevilla,0',Substituted at 46',Not scored,1,0,0,0,5,0,0
Escudero,Sevilla,0',Finished,Not scored,1,0,0,1,8,1,0
Vitolo,Sevilla,0',Finished,Not scored,0,0,0,0,5,1,0
Pareja,Sevilla,0',Finished,Not scored,0,0,0,1,0,1,0
Rami,Sevilla,0',Finished,Not scored,1,0,0,2,1,1,0
Mercado,Sevilla,0',Substituted at 46',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
"Soria
 (GK)",Sevilla,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mariano Ferreira,Sevilla,46',Finished,Not scored,0,0,0,1,2,0,0
Kranevitter,Sevilla,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Correa,Sevilla,68',Finished,Not scored,2,1,0,0,3,0,0
Jovetić,Sevilla,46',Finished,Not scored,0,0,0,0,1,0,0
Vázquez,Sevilla,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lenglet,Sevilla,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Jorge Sampaoli,Sevilla(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Bürki
 (GK)",Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Bartra,Dortmund,0',Finished,Not scored,2,0,0,0,0,1,0
Dembélé,Dortmund,0',Substituted at 81',Not scored,1,0,0,1,5,2,2
Aubameyang,Dortmund,0',Substituted at 86',"Scored at  4, 61, 85",5,4,0,0,0,0,4
Pulišić,Dortmund,0',Finished,Scored at  59,2,2,1,2,1,0,0
Papastathopoulos,Dortmund,0',Substituted at 88',Not scored,0,0,0,2,0,1,0
Piszczek,Dortmund,0',Finished,Not scored,1,0,1,1,0,3,0
Castro,Dortmund,0',Finished,Not scored,1,0,0,0,2,1,0
Schmelzer,Dortmund,0',Finished,Not scored,0,0,1,0,4,1,1
Weigl,Dortmund,0',Finished,Not scored,0,0,0,0,1,1,0
Durm,Dortmund,0',Finished,Not scored,1,0,1,2,1,1,2
"Weidenfeller
 (GK)",Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Guerreiro,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Schürrle,Dortmund,86',Finished,Not scored,0,0,0,0,0,0,0
Kagawa,Dortmund,81',Finished,Not scored,0,0,0,0,0,2,0
Merino,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ginter,Dortmund,88',Finished,Not scored,0,0,0,0,0,0,0
Passlack,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thomas Tuchel,Dortmund(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Ederson
 (GK)",Benfica,0',Finished,Not scored,0,0,0,0,0,0,0
Luisão,Benfica,0',Finished,Not scored,2,1,0,3,0,1,0
Samaris,Benfica,0',Substituted at 74',Not scored,0,0,0,2,0,4,0
Mitroglou,Benfica,0',Finished,Not scored,0,0,0,0,0,1,0
Lindelöf,Benfica,0',Finished,Not scored,0,0,0,0,0,1,0
Salvio,Benfica,0',Substituted at 64',Not scored,0,0,0,1,2,0,0
Eliseu,Benfica,0',Finished,Not scored,0,0,0,2,2,0,0
Pizzi,Benfica,0',Finished,Not scored,1,0,0,0,12,2,0
Cervi,Benfica,0',Substituted at 82',Not scored,2,1,0,1,1,1,0
André Almeida,Benfica,0',Finished,Not scored,0,0,0,0,1,4,0
Semedo,Benfica,0',Finished,Not scored,1,0,0,3,2,3,0
"Júlio César
 (GK)",Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
André Horta,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Jiménez,Benfica,82',Finished,Not scored,0,0,0,0,1,0,0
Jonas,Benfica,64',Finished,Not scored,0,0,0,0,0,1,1
Carrillo,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Živković,Benfica,74',Finished,Not scored,0,0,0,0,1,0,0
Jardel,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rui Vitória,Benfica(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Ter Stegen
 (GK)",Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
Piqué,Barcelona,0',Finished,Not scored,2,1,0,1,0,2,1
Rakitić,Barcelona,0',Substituted at 84',Not scored,0,0,0,0,1,2,0
Sergio Busquets,Barcelona,0',Finished,Not scored,0,0,0,2,0,1,0
Iniesta,Barcelona,0',Substituted at 65',Not scored,1,0,0,0,0,2,0
Luis Suárez,Barcelona,0',Finished,Scored at  3,2,2,0,0,0,4,1
Messi,Barcelona,0',Finished,Scored at  50 (P),4,1,0,0,7,0,0
Neymar,Barcelona,0',Finished,"Scored at  88, 90+1 (P)",6,3,1,0,7,2,0
Rafinha,Barcelona,0',Substituted at 76',Not scored,1,1,0,0,2,0,0
Mascherano,Barcelona,0',Finished,Not scored,1,0,0,6,1,0,0
Umtiti,Barcelona,0',Finished,Not scored,0,0,0,3,0,3,0
"Cillessen
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Arda Turan,Barcelona,65',Finished,Not scored,1,0,0,1,3,0,0
Alcácer,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Jordi Alba,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Digne,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Sergi Roberto,Barcelona,76',Finished,Scored at  90+5,2,1,0,0,0,0,0
André Gomes,Barcelona,84',Finished,Not scored,0,0,0,0,1,0,0
Luis Enrique,Barcelona(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Trapp
 (GK)",Paris,0',Finished,Not scored,0,0,0,1,0,0,0
Thiago Silva,Paris,0',Finished,Not scored,0,0,0,3,0,2,0
Marquinhos,Paris,0',Finished,Not scored,0,0,0,3,0,1,1
Verratti,Paris,0',Finished,Not scored,0,0,0,1,0,5,0
Moura,Paris,0',Substituted at 55',Not scored,1,1,0,1,3,0,0
Cavani,Paris,0',Finished,Scored at  62,5,2,0,0,0,0,2
Meunier,Paris,0',Substituted at 90'+3,Not scored,0,0,0,3,0,6,0
Matuidi,Paris,0',Finished,Not scored,0,0,0,0,0,2,0
Kurzawa,Paris,0',Finished,Not scored,0,0,1,2,0,3,0
Draxler,Paris,0',Substituted at 75',Not scored,1,0,0,3,0,1,0
Rabiot,Paris,0',Finished,Not scored,0,0,0,4,0,2,0
"Areola
 (GK)",Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kimpembe,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Krychowiak,Paris,90'+3,Finished,Not scored,0,0,0,0,0,0,0
Pastore,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Di María,Paris,55',Finished,Not scored,1,0,0,1,1,2,1
Aurier,Paris,75',Finished,Not scored,0,0,0,0,0,1,0
Ben Arfa,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Unai Emery,Paris(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Ospina
 (GK)",Arsenal,0',Finished,Not scored,0,0,0,0,0,0,0
Koscielny,Arsenal,0',Finished,Not scored,0,0,0,2,0,1,0
Alexis Sánchez,Arsenal,0',Substituted at 72',Not scored,1,1,0,0,1,1,1
Ramsey,Arsenal,0',Substituted at 72',Not scored,1,0,0,1,1,1,0
Giroud,Arsenal,0',Substituted at 72',Not scored,3,0,1,0,0,2,1
Walcott,Arsenal,0',Finished,Scored at  20,3,1,0,4,3,1,1
Oxlade-Chamberlain,Arsenal,0',Finished,Not scored,0,0,0,1,5,2,0
Monreal,Arsenal,0',Finished,Not scored,0,0,0,0,0,1,0
Mustafi,Arsenal,0',Finished,Not scored,0,0,0,2,1,2,0
Bellerín,Arsenal,0',Finished,Not scored,2,1,0,2,2,1,0
Xhaka,Arsenal,0',Finished,Not scored,0,0,0,0,1,2,0
Gibbs,Arsenal,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gabriel,Arsenal,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lucas Pérez,Arsenal,0',Finished,Not scored,0,0,0,0,1,0,0
Özil,Arsenal,0',Finished,Not scored,0,0,0,0,0,0,0
"Čech
 (GK)",Arsenal,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Coquelin,Arsenal,72',Finished,Not scored,0,0,0,1,0,0,0
Arsène Wenger,Arsenal(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Hummels,Bayern,0',Finished,Not scored,0,0,0,1,1,0,1
Thiago Alcántara,Bayern,0',Substituted at 79',Not scored,1,0,0,0,1,1,0
Ribéry,Bayern,0',Substituted at 79',Not scored,1,0,0,2,0,1,0
Javi Martínez,Bayern,0',Finished,Not scored,2,0,0,2,0,1,0
Lewandowski,Bayern,0',Finished,Scored at  55 (P),4,2,0,1,1,2,2
Robben,Bayern,0',Substituted at 71',Scored at  68,3,2,0,0,7,0,1
Rafinha,Bayern,0',Finished,Not scored,0,0,1,4,3,2,0
Xabi Alonso,Bayern,0',Finished,Not scored,0,0,1,3,1,0,0
Vidal,Bayern,0',Finished,"Scored at  80, 85",3,2,0,8,1,2,0
Alaba,Bayern,0',Finished,Not scored,1,0,0,2,2,0,0
"Ulreich
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
